Player,game,date,age,team,opp,result,mp,fg,fga,fgp,three,threeatt,threep,ft,fta,ftp,orb,drb,trb,ast,stl,blk,tov,pts,game_score,plus_minus
James,3,10/29/2010,25-303,MIA,ORL,W (+26),30,6,13,0.462,2,3,0.667,1,2,0.5,0,6,6,7,0,0,3,15,10,13
James,4,10/31/2010,25-305,MIA,NJN,W (+23),29,5,12,0.417,0,4,0,10,12,0.833,0,7,7,7,2,0,5,20,15.6,18
James,5,11/2/2010,25-307,MIA,MIN,W (+32),32,7,12,0.583,0,2,0,6,8,0.75,0,0,0,12,2,1,1,20,23.7,32
James,6,11/5/2010,25-310,MIA,NOH,L (-3),41,6,16,0.375,1,2,0.5,7,8,0.875,0,7,7,10,3,1,3,20,20.6,-6
James,7,11/6/2010,25-311,MIA,NJN,W (+12),34,9,16,0.563,2,4,0.5,3,5,0.6,0,3,3,9,2,0,4,23,19.4,11
James,8,11/9/2010,25-314,MIA,UTA,L (-2),47,5,18,0.278,0,1,0,10,11,0.909,2,9,11,14,1,3,2,20,22.8,4
James,9,11/11/2010,25-316,MIA,BOS,L (-5),44,9,21,0.429,0,5,0,17,22,0.773,0,10,10,9,3,0,4,35,29,0
James,10,11/13/2010,25-318,MIA,TOR,W (+9),39,8,21,0.381,0,1,0,7,11,0.636,1,1,2,11,2,0,3,23,17.6,11
James,11,11/17/2010,25-322,MIA,PHO,W (+27),23,9,15,0.6,0,2,0,2,3,0.667,3,5,8,9,3,0,3,20,20.6,24
James,12,11/19/2010,25-324,MIA,CHA,W (+8),39,12,25,0.48,2,5,0.4,6,7,0.857,0,2,2,5,2,0,4,32,20.6,4
James,13,11/20/2010,25-325,MIA,MEM,L (-2),42,11,23,0.478,2,4,0.5,5,6,0.833,0,3,3,11,1,0,4,29,21.7,-1
James,14,11/22/2010,25-327,MIA,IND,L (-16),42,6,14,0.429,2,8,0.25,11,15,0.733,0,5,5,6,1,0,6,25,15.5,-1
James,15,11/24/2010,25-329,MIA,ORL,L (-9),41,9,18,0.5,1,3,0.333,6,8,0.75,1,5,6,4,1,0,3,25,17,-15
James,16,11/26/2010,25-331,MIA,PHI,W (+9),41,5,15,0.333,1,5,0.2,9,11,0.818,1,7,8,6,2,1,2,20,18,11
James,17,11/27/2010,25-332,MIA,DAL,L (-11),36,5,19,0.263,0,4,0,13,15,0.867,2,6,8,4,1,0,5,23,11.7,-14
James,18,11/29/2010,25-334,MIA,WAS,W (+11),38,10,18,0.556,1,1,1,9,11,0.818,1,5,6,5,1,1,7,30,19.8,3
James,19,12/1/2010,25-336,MIA,DET,W (+25),31,8,15,0.533,1,1,1,1,2,0.5,2,4,6,3,1,0,4,18,12,17
James,20,12/2/2010,25-337,MIA,CLE,W (+28),30,15,25,0.6,2,7,0.286,6,9,0.667,0,5,5,8,1,1,0,38,33.7,26
James,21,12/4/2010,25-339,MIA,ATL,W (+12),37,5,11,0.455,1,1,1,11,13,0.846,0,7,7,4,1,1,2,22,19.7,7
James,22,12/6/2010,25-341,MIA,MIL,W (+10),39,7,16,0.438,1,3,0.333,2,4,0.5,0,6,6,6,1,1,1,17,12.5,17
James,23,12/8/2010,25-343,MIA,UTA,W (+13),39,12,20,0.6,3,5,0.6,6,7,0.857,1,6,7,9,0,0,2,33,28.6,0
James,24,12/10/2010,25-345,MIA,GSW,W (+22),31,10,18,0.556,3,4,0.75,2,3,0.667,0,7,7,9,1,1,4,25,21.7,22
James,25,12/11/2010,25-346,MIA,SAC,W (+21),35,10,19,0.526,2,3,0.667,3,5,0.6,1,9,10,3,2,0,3,25,19,15
James,26,12/13/2010,25-348,MIA,NOH,W (+12),40,6,16,0.375,0,3,0,8,10,0.8,1,3,4,7,0,0,5,20,11.1,11
James,27,12/15/2010,25-350,MIA,CLE,W (+6),39,5,15,0.333,0,4,0,11,18,0.611,2,11,13,5,1,0,4,21,14.5,0
James,28,12/17/2010,25-352,MIA,NYK,W (+22),38,14,23,0.609,3,6,0.5,1,3,0.333,1,10,11,10,1,0,5,32,27,31
James,29,12/18/2010,25-353,MIA,WAS,W (+1),41,9,19,0.474,3,7,0.429,11,12,0.917,1,6,7,6,1,0,4,32,24.4,6
James,30,12/20/2010,25-355,MIA,DAL,L (-2),36,6,17,0.353,2,4,0.5,5,7,0.714,3,7,10,7,0,0,5,19,11.2,-20
James,31,12/23/2010,25-358,MIA,PHO,W (+12),37,13,22,0.591,2,5,0.4,8,8,1,1,5,6,4,3,0,5,36,26.8,4
James,32,12/25/2010,25-360,MIA,LAL,W (+16),38,8,14,0.571,5,6,0.833,6,6,1,1,10,11,10,4,0,1,27,33.3,15
James,33,12/28/2010,25-363,MIA,NYK,W (+8),40,8,17,0.471,1,2,0.5,1,3,0.333,0,10,10,8,0,0,3,18,12.9,17
James,34,12/29/2010,25-364,MIA,HOU,W (+6),39,8,15,0.533,0,4,0,4,4,1,0,6,6,9,1,0,3,20,17.6,16
James,35,1/1/2011,26-002,MIA,GSW,W (+7),42,7,15,0.467,0,3,0,11,17,0.647,2,5,7,10,1,1,3,25,23.1,6
James,36,1/3/2011,26-004,MIA,CHA,W (+14),37,15,26,0.577,2,4,0.5,6,6,1,0,9,9,5,1,0,3,38,28.8,20
James,37,1/4/2011,26-005,MIA,MIL,W (+12),37,8,15,0.533,0,0,,9,11,0.818,1,5,6,9,0,2,2,25,24,10
James,38,1/7/2011,26-008,MIA,MIL,W (+6),45,8,23,0.348,1,4,0.25,9,11,0.818,1,9,10,5,6,1,5,26,20.1,7
James,39,1/9/2011,26-010,MIA,POR,W (+7),46,17,26,0.654,3,5,0.6,7,10,0.7,3,10,13,6,2,0,6,44,35.1,5
James,40,1/12/2011,26-013,MIA,LAC,L (-6),40,11,24,0.458,3,6,0.5,2,5,0.4,2,6,8,6,0,0,3,27,17.4,-3
James,41,1/18/2011,26-019,MIA,ATL,L (-4),44,11,30,0.367,2,10,0.2,10,11,0.909,2,8,10,7,2,0,6,34,20.5,-5
James,42,1/22/2011,26-023,MIA,TOR,W (+17),38,14,29,0.483,1,3,0.333,9,14,0.643,1,10,11,6,2,1,1,38,30.1,13
James,43,1/27/2011,26-028,MIA,NYK,L (-5),43,7,24,0.292,0,2,0,10,12,0.833,2,9,11,5,2,2,4,24,15,5
James,44,1/28/2011,26-029,MIA,DET,W (+1),44,15,25,0.6,2,4,0.5,7,10,0.7,0,8,8,9,1,2,3,39,34,4
James,45,1/30/2011,26-031,MIA,OKC,W (+5),40,7,14,0.5,2,5,0.4,7,11,0.636,0,4,4,13,4,3,4,23,25.6,6
James,46,1/31/2011,26-032,MIA,CLE,W (+27),31,7,14,0.5,0,0,,10,11,0.909,1,3,4,8,0,2,2,24,22.8,20
James,47,2/3/2011,26-035,MIA,ORL,W (+4),43,17,25,0.68,3,5,0.6,14,17,0.824,2,9,11,8,1,1,3,51,46.7,2
James,48,2/4/2011,26-036,MIA,CHA,W (+12),37,7,13,0.538,0,3,0,5,6,0.833,1,7,8,9,0,0,3,19,17.2,10
James,49,2/6/2011,26-038,MIA,LAC,W (+18),36,6,15,0.4,0,2,0,0,2,0,1,5,6,4,4,0,6,12,5.3,15
James,50,2/8/2011,26-040,MIA,IND,W (+5),42,15,23,0.652,2,5,0.4,9,13,0.692,3,10,13,8,3,1,4,41,39.3,18
James,51,2/11/2011,26-043,MIA,DET,W (+14),35,7,17,0.412,0,2,0,2,3,0.667,0,8,8,10,4,0,3,16,16.9,15
James,52,2/13/2011,26-045,MIA,BOS,L (-3),43,10,21,0.476,0,2,0,2,3,0.667,1,6,7,7,1,0,4,22,14.5,1
James,53,2/15/2011,26-047,MIA,IND,W (+7),41,11,20,0.55,1,3,0.333,4,6,0.667,1,5,6,5,2,2,5,27,20.3,9
James,54,2/16/2011,26-048,MIA,TOR,W (+8),38,8,18,0.444,0,2,0,7,10,0.7,3,10,13,8,0,0,5,23,17.7,6
James,55,2/22/2011,26-054,MIA,SAC,W (+20),30,14,26,0.538,3,6,0.5,0,3,0,2,6,8,3,0,0,3,31,17.9,18
James,56,2/24/2011,26-056,MIA,CHI,L (-4),41,12,21,0.571,0,4,0,5,6,0.833,0,10,10,5,2,1,2,29,25.5,3
James,57,2/25/2011,26-057,MIA,WAS,W (+8),43,5,11,0.455,0,1,0,15,19,0.789,1,8,9,7,1,3,1,25,27,-4
James,58,2/27/2011,26-059,MIA,NYK,L (-5),39,10,20,0.5,1,5,0.2,6,8,0.75,0,7,7,5,3,1,5,27,19.7,-3
James,59,3/3/2011,26-063,MIA,ORL,L (-3),40,11,16,0.688,0,2,0,7,7,1,2,4,6,4,0,2,2,29,26.2,0
James,60,3/4/2011,26-064,MIA,SAS,L (-30),36,11,19,0.579,1,3,0.333,3,7,0.429,3,5,8,7,1,0,4,26,20.2,-16
James,61,3/6/2011,26-066,MIA,CHI,L (-1),42,10,18,0.556,1,2,0.5,5,6,0.833,3,5,8,6,2,0,2,26,24,-4
James,62,3/8/2011,26-068,MIA,POR,L (-9),46,14,20,0.7,2,4,0.5,1,4,0.25,1,10,11,8,1,0,4,31,26.5,-2
James,63,3/10/2011,26-070,MIA,LAL,W (+6),42,7,17,0.412,0,3,0,5,7,0.714,1,7,8,9,1,0,1,19,17.8,8
James,64,3/12/2011,26-072,MIA,MEM,W (+33),32,10,16,0.625,2,4,0.5,5,6,0.833,1,4,5,5,1,2,3,27,23.8,17
James,65,3/14/2011,26-074,MIA,SAS,W (+30),42,8,19,0.421,0,1,0,5,5,1,0,6,6,8,0,2,2,21,16.5,22
James,66,3/16/2011,26-076,MIA,OKC,L (-11),40,8,21,0.381,0,3,0,3,3,1,0,8,8,3,1,1,1,19,12.7,-6
James,67,3/18/2011,26-078,MIA,ATL,W (+21),31,16,21,0.762,5,7,0.714,6,7,0.857,0,2,2,3,0,0,4,43,32.2,23
James,68,3/19/2011,26-079,MIA,DEN,W (+5),41,15,25,0.6,1,4,0.25,2,2,1,0,6,6,2,2,0,5,33,20.5,16
James,69,3/23/2011,26-083,MIA,DET,W (+6),42,8,16,0.5,0,3,0,3,4,0.75,3,5,8,7,0,0,3,19,14.9,6
James,70,3/25/2011,26-085,MIA,PHI,W (+12),41,11,17,0.647,1,4,0.25,9,9,1,2,8,10,2,3,1,4,32,28.2,17
James,71,3/27/2011,26-087,MIA,HOU,W (+6),40,13,21,0.619,0,1,0,7,9,0.778,1,9,10,7,0,0,2,33,28.6,5
James,72,3/29/2011,26-089,MIA,CLE,L (-12),43,10,21,0.476,1,5,0.2,6,10,0.6,0,10,10,12,0,0,3,27,21.9,-9
James,73,3/30/2011,26-090,MIA,WAS,W (+16),44,12,16,0.75,1,3,0.333,10,13,0.769,1,7,8,8,5,0,5,35,34.6,20
James,74,4/1/2011,26-092,MIA,MIN,W (+19),43,11,20,0.55,0,1,0,5,7,0.714,2,4,6,10,3,1,3,27,26.1,15
James,75,4/3/2011,26-094,MIA,NJN,W (+14),39,13,18,0.722,0,2,0,5,8,0.625,2,9,11,7,3,0,7,31,26.6,13
James,76,4/6/2011,26-097,MIA,MIL,L (-5),39,10,22,0.455,3,7,0.429,6,8,0.75,1,1,2,8,2,2,4,29,22,-10
James,77,4/8/2011,26-099,MIA,CHA,W (+9),37,9,16,0.563,0,1,0,5,6,0.833,1,6,7,9,2,1,1,23,24.7,12
James,78,4/10/2011,26-101,MIA,BOS,W (+23),37,11,19,0.579,0,2,0,5,9,0.556,0,5,5,7,4,1,4,27,23.2,24
James,79,4/11/2011,26-102,MIA,ATL,W (+8),43,10,21,0.476,2,4,0.5,12,14,0.857,1,9,10,7,3,0,7,34,26.4,7
James,1,12/25/2011,26-360,MIA,DAL,W (+11),36,11,19,0.579,0,0,,15,19,0.789,3,7,10,6,2,2,3,37,34.1,27
James,2,12/27/2011,26-362,MIA,BOS,W (+8),36,9,14,0.643,0,0,,8,9,0.889,1,5,6,5,2,1,3,26,23.6,-7
James,3,12/28/2011,26-363,MIA,CHA,W (+1),39,13,23,0.565,0,0,,9,9,1,0,6,6,7,3,2,2,35,33.2,5
James,4,12/30/2011,27-000,MIA,MIN,W (+2),37,16,26,0.615,0,1,0,2,4,0.5,1,7,8,10,4,1,4,34,31.1,14
James,5,1/1/2012,27-002,MIA,CHA,W (+39),28,6,10,0.6,0,0,,4,6,0.667,0,9,9,5,1,0,2,16,15,24
James,6,1/2/2012,27-003,MIA,ATL,L (-8),39,11,18,0.611,0,0,,6,9,0.667,2,5,7,6,0,0,4,28,21.3,-1
James,7,1/4/2012,27-005,MIA,IND,W (+35),38,12,21,0.571,0,0,,9,11,0.818,2,6,8,13,2,0,2,33,33.8,31
James,8,1/7/2012,27-008,MIA,NJN,W (+11),37,11,17,0.647,0,1,0,10,12,0.833,0,7,7,9,2,1,8,32,26,7
James,9,1/10/2012,27-011,MIA,GSW,L (-5),43,10,19,0.526,0,2,0,6,8,0.75,1,10,11,7,2,0,5,26,21.1,-5
James,10,1/11/2012,27-012,MIA,LAC,L (-6),42,7,19,0.368,0,1,0,9,17,0.529,2,11,13,7,2,0,6,23,12.9,-9
James,11,1/13/2012,27-014,MIA,DEN,L (-13),37,13,20,0.65,3,5,0.6,6,11,0.545,1,4,5,6,2,1,4,35,29,-16
James,12,1/17/2012,27-018,MIA,SAS,W (+22),35,12,21,0.571,4,6,0.667,5,9,0.556,1,4,5,10,0,0,4,33,26.4,19
James,13,1/19/2012,27-020,MIA,LAL,W (+11),37,12,27,0.444,2,3,0.667,5,7,0.714,3,5,8,8,4,3,3,31,26.8,0
James,14,1/21/2012,27-022,MIA,PHI,W (+21),36,12,17,0.706,0,0,,4,4,1,0,9,9,5,4,3,4,28,28.8,9
James,15,1/22/2012,27-023,MIA,MIL,L (-9),37,8,18,0.444,0,1,0,12,13,0.923,4,9,13,5,1,0,3,28,24.4,-4
James,16,1/24/2012,27-025,MIA,CLE,W (+7),38,8,21,0.381,1,4,0.25,1,4,0.25,1,4,5,5,2,0,5,18,7.3,9
James,17,1/25/2012,27-026,MIA,DET,W (+3),42,9,20,0.45,1,3,0.333,13,14,0.929,1,5,6,7,2,0,4,32,25.1,6
James,18,1/27/2012,27-028,MIA,NYK,W (+10),40,11,18,0.611,0,2,0,9,10,0.9,1,7,8,7,0,0,4,31,25.3,4
James,19,1/29/2012,27-030,MIA,CHI,W (+4),41,12,23,0.522,1,1,1,10,15,0.667,1,10,11,5,0,1,6,35,22.8,3
James,20,1/30/2012,27-031,MIA,NOH,W (+14),30,8,12,0.667,1,2,0.5,5,7,0.714,4,7,11,8,1,0,4,22,23.1,29
James,21,2/1/2012,27-033,MIA,MIL,L (-8),40,14,24,0.583,4,7,0.571,8,10,0.8,0,8,8,5,2,0,7,40,28.5,-6
James,22,2/3/2012,27-035,MIA,PHI,W (+20),37,8,16,0.5,0,1,0,3,6,0.5,1,11,12,8,0,2,2,19,18,19
James,23,2/5/2012,27-037,MIA,TOR,W (+6),38,10,17,0.588,0,1,0,10,12,0.833,0,9,9,2,1,0,5,30,21,11
James,24,2/7/2012,27-039,MIA,CLE,W (+16),39,9,16,0.563,0,1,0,6,7,0.857,1,4,5,6,2,0,6,24,17.7,5
James,25,2/8/2012,27-040,MIA,ORL,L (-13),39,5,15,0.333,0,2,0,7,10,0.7,0,6,6,10,3,0,3,17,16.1,-1
James,26,2/10/2012,27-042,MIA,WAS,W (+17),33,6,14,0.429,0,2,0,6,7,0.857,0,2,2,9,0,2,1,18,17.1,14
James,27,2/12/2012,27-044,MIA,ATL,W (+20),30,6,15,0.4,1,3,0.333,10,12,0.833,3,10,13,6,1,0,2,23,22,26
James,28,2/13/2012,27-045,MIA,MIL,W (+18),33,16,21,0.762,0,0,,3,3,1,3,5,8,3,1,0,2,35,30.2,14
James,29,2/14/2012,27-046,MIA,IND,W (+15),33,7,15,0.467,2,5,0.4,7,8,0.875,2,7,9,7,4,0,2,23,24.5,27
James,30,2/17/2012,27-049,MIA,CLE,W (+24),30,11,19,0.579,3,5,0.6,3,3,1,2,3,5,5,1,1,2,28,23.8,27
James,31,2/19/2012,27-051,MIA,ORL,W (+12),37,9,14,0.643,1,2,0.5,6,7,0.857,1,10,11,8,2,0,2,25,26.9,23
James,32,2/21/2012,27-053,MIA,SAC,W (+12),33,7,11,0.636,2,2,1,2,2,1,0,4,4,8,0,2,3,18,17.9,7
James,33,2/23/2012,27-055,MIA,NYK,W (+14),41,7,16,0.438,0,0,,6,6,1,1,8,9,8,5,2,4,20,21.5,12
James,34,3/1/2012,27-062,MIA,POR,W (+14),41,13,22,0.591,2,2,1,10,12,0.833,2,9,11,6,5,1,0,38,40.6,8
James,35,3/2/2012,27-063,MIA,UTA,L (-1),44,16,24,0.667,1,4,0.25,2,3,0.667,1,9,10,6,0,3,0,35,33.1,7
James,36,3/4/2012,27-065,MIA,LAL,L (-10),43,12,26,0.462,0,4,0,1,3,0.333,7,6,13,7,3,2,3,25,23.4,-13
James,37,3/6/2012,27-067,MIA,NJN,W (+30),30,9,11,0.818,1,1,1,2,2,1,1,8,9,6,0,0,5,21,19.2,20
James,38,3/7/2012,27-068,MIA,ATL,W (+3),42,12,20,0.6,0,3,0,7,10,0.7,4,7,11,2,1,2,2,31,26.9,7
James,39,3/10/2012,27-071,MIA,IND,W (+2),47,8,19,0.421,2,3,0.667,9,15,0.6,1,7,8,4,4,1,4,27,20.4,3
James,40,3/13/2012,27-074,MIA,ORL,L (-6),42,7,20,0.35,2,4,0.5,3,3,1,3,8,11,8,1,1,6,19,13.6,0
James,41,3/14/2012,27-075,MIA,CHI,L (-4),40,14,25,0.56,2,3,0.667,5,5,1,1,4,5,4,4,0,2,35,29,5
James,42,3/16/2012,27-077,MIA,PHI,W (+6),38,12,20,0.6,0,2,0,5,8,0.625,2,5,7,8,2,2,1,29,29.5,10
James,43,3/18/2012,27-079,MIA,ORL,W (+10),39,4,14,0.286,0,1,0,6,8,0.75,0,12,12,7,5,0,4,14,12.9,13
James,44,3/20/2012,27-081,MIA,PHO,W (+4),38,8,18,0.444,0,3,0,4,6,0.667,1,7,8,6,2,2,3,20,16.4,15
James,45,3/23/2012,27-084,MIA,DET,W (+15),37,6,15,0.4,0,3,0,5,5,1,0,6,6,10,4,1,5,17,17.4,8
James,46,3/25/2012,27-086,MIA,OKC,L (-16),40,8,18,0.444,0,3,0,1,1,1,0,3,3,7,2,0,4,17,10.6,-10
James,47,3/26/2012,27-087,MIA,IND,L (-15),41,9,21,0.429,2,4,0.5,4,6,0.667,2,7,9,2,1,0,6,24,11.6,-14
James,48,3/29/2012,27-090,MIA,DAL,W (+21),36,8,16,0.5,0,2,0,3,3,1,3,6,9,5,2,0,3,19,16.2,9
James,49,3/30/2012,27-091,MIA,TOR,W (+12),39,11,18,0.611,0,2,0,4,6,0.667,1,3,4,9,1,0,3,26,22.9,9
James,50,4/1/2012,27-093,MIA,BOS,L (-19),35,11,20,0.55,0,0,,1,2,0.5,2,2,4,0,0,1,2,23,13.3,-30
James,51,4/3/2012,27-095,MIA,PHI,W (+6),38,15,25,0.6,1,2,0.5,10,13,0.769,3,3,6,4,3,1,4,41,33.8,12
James,52,4/4/2012,27-096,MIA,OKC,W (+5),42,10,20,0.5,3,7,0.429,11,13,0.846,1,6,7,10,4,1,2,34,34.6,20
James,53,4/6/2012,27-098,MIA,MEM,L (-15),38,8,19,0.421,2,6,0.333,3,4,0.75,2,4,6,6,2,0,3,21,16.3,-6
James,54,4/8/2012,27-100,MIA,DET,W (+23),32,12,22,0.545,1,3,0.333,1,5,0.2,3,1,4,2,0,1,1,26,16.9,10
James,55,4/10/2012,27-102,MIA,BOS,L (-8),41,11,23,0.478,1,3,0.333,13,14,0.929,5,2,7,7,1,1,2,36,31.4,-6
James,56,4/12/2012,27-104,MIA,CHI,L (-10),47,11,24,0.458,3,6,0.5,5,7,0.714,1,5,6,5,1,1,4,30,19.8,-1
James,57,4/13/2012,27-105,MIA,CHA,W (+23),29,7,16,0.438,0,1,0,5,7,0.714,1,8,9,5,2,1,2,19,16.7,18
James,58,4/15/2012,27-107,MIA,NYK,W (+8),40,11,24,0.458,1,6,0.167,6,9,0.667,2,8,10,3,2,0,6,29,15.7,18
James,59,4/16/2012,27-108,MIA,NJN,W (+3),35,11,19,0.579,1,2,0.5,14,15,0.933,1,5,6,7,2,1,4,37,32.7,-4
James,60,4/18/2012,27-110,MIA,TOR,W (+24),30,12,15,0.8,1,1,1,3,4,0.75,0,5,5,4,2,0,5,28,23.2,20
James,61,4/19/2012,27-111,MIA,CHI,W (+11),35,8,18,0.444,1,2,0.5,10,12,0.833,0,11,11,6,0,1,1,27,22.8,11
James,62,4/22/2012,27-114,MIA,HOU,W (+9),36,11,21,0.524,1,3,0.333,9,10,0.9,1,7,8,5,1,2,5,32,24.6,12
James,1,10/30/2012,27-305,MIA,BOS,W (+13),29,10,16,0.625,2,4,0.5,4,5,0.8,1,9,10,3,2,0,0,26,25.1,12
James,2,11/2/2012,27-308,MIA,NYK,L (-20),37,8,16,0.5,2,3,0.667,5,6,0.833,0,7,7,5,0,3,5,23,16.5,-21
James,3,11/3/2012,27-309,MIA,DEN,W (+3),39,8,17,0.471,0,1,0,4,4,1,1,8,9,11,0,2,0,20,22.7,7
James,4,11/5/2012,27-311,MIA,PHO,W (+25),30,10,17,0.588,2,3,0.667,1,3,0.333,3,8,11,1,0,0,3,23,15.7,25
James,5,11/7/2012,27-313,MIA,BRK,W (+30),30,7,12,0.583,2,3,0.667,4,4,1,4,8,12,8,1,0,2,20,23.8,18
James,6,11/9/2012,27-315,MIA,ATL,W (+6),36,10,17,0.588,0,2,0,1,3,0.333,2,9,11,9,1,0,2,21,20.9,0
James,7,11/11/2012,27-317,MIA,MEM,L (-18),36,10,19,0.526,0,1,0,0,4,0,3,7,10,6,2,1,2,20,17.4,-18
James,8,11/12/2012,27-318,MIA,HOU,W (+3),40,14,26,0.538,5,8,0.625,5,8,0.625,1,9,10,6,0,0,0,38,31.4,8
James,9,11/14/2012,27-320,MIA,LAC,L (-7),41,12,23,0.522,0,3,0,6,9,0.667,0,5,5,7,1,2,4,30,21.1,-15
James,10,11/15/2012,27-321,MIA,DEN,W (+5),42,11,23,0.478,0,1,0,5,6,0.833,1,6,7,12,1,3,4,27,24.9,9
James,11,11/17/2012,27-323,MIA,PHO,W (+9),41,8,20,0.4,1,3,0.333,4,7,0.571,0,7,7,3,2,0,1,21,13.8,20
James,12,11/21/2012,27-327,MIA,MIL,W (+7),43,11,21,0.524,2,4,0.5,4,8,0.5,2,8,10,8,1,1,1,28,25,5
James,13,11/24/2012,27-330,MIA,CLE,W (+2),40,10,16,0.625,2,5,0.4,8,9,0.889,1,5,6,5,0,1,7,30,20.6,7
James,14,11/29/2012,27-335,MIA,SAS,W (+5),39,9,16,0.563,2,5,0.4,3,6,0.5,3,6,9,7,4,0,4,23,22.2,-1
James,15,12/1/2012,27-337,MIA,BRK,W (+13),37,8,15,0.533,1,2,0.5,4,6,0.667,1,8,9,6,1,0,2,21,18,14
James,16,12/4/2012,27-340,MIA,WAS,L (-4),43,12,24,0.5,1,4,0.25,1,3,0.333,2,11,13,11,3,2,3,26,26.6,-3
James,17,12/6/2012,27-342,MIA,NYK,L (-20),39,11,20,0.55,3,5,0.6,6,9,0.667,2,8,10,9,3,0,2,31,31.3,-17
James,18,12/8/2012,27-344,MIA,NOH,W (+16),36,11,16,0.688,0,0,,2,3,0.667,1,4,5,7,2,0,4,24,20.8,10
James,19,12/10/2012,27-346,MIA,ATL,W (+9),40,10,16,0.625,1,2,0.5,6,7,0.857,1,6,7,6,2,0,3,27,25.1,12
James,20,12/12/2012,27-348,MIA,GSW,L (-2),42,12,23,0.522,2,4,0.5,5,5,1,1,2,3,5,1,0,4,31,21.5,-3
James,21,12/15/2012,27-351,MIA,WAS,W (+30),31,8,15,0.533,0,3,0,7,11,0.636,0,10,10,5,1,0,2,23,19.6,36
James,22,12/18/2012,27-354,MIA,MIN,W (+11),42,8,18,0.444,2,5,0.4,4,5,0.8,0,6,6,11,1,4,0,22,25.5,12
James,23,12/20/2012,27-356,MIA,DAL,W (+15),31,9,13,0.692,3,5,0.6,3,4,0.75,0,9,9,5,1,1,5,24,21,25
James,24,12/22/2012,27-358,MIA,UTA,W (+16),38,11,20,0.55,1,1,1,7,10,0.7,1,8,9,7,0,0,4,30,23.2,14
James,25,12/25/2012,27-361,MIA,OKC,W (+6),42,12,20,0.6,0,3,0,5,5,1,3,5,8,9,2,1,3,29,28.2,13
James,26,12/26/2012,27-362,MIA,CHA,W (+13),39,9,19,0.474,2,4,0.5,7,8,0.875,2,10,12,8,4,2,3,27,28.9,12
James,27,12/28/2012,27-364,MIA,DET,L (-10),44,15,22,0.682,2,4,0.5,3,4,0.75,1,5,6,5,6,1,3,35,34.2,-2
James,28,12/29/2012,27-365,MIA,MIL,L (-19),36,11,20,0.55,1,2,0.5,3,5,0.6,1,5,6,7,2,1,6,26,18.6,-8
James,29,12/31/2012,28-001,MIA,ORL,W (+2),48,10,22,0.455,1,6,0.167,15,16,0.938,1,7,8,11,1,0,3,36,31.9,4
James,30,1/2/2013,28-003,MIA,DAL,W (+10),42,11,20,0.55,1,3,0.333,9,11,0.818,1,11,12,9,3,1,4,32,31.6,12
James,31,1/4/2013,28-005,MIA,CHI,L (-7),41,8,14,0.571,1,5,0.2,13,16,0.813,0,6,6,2,1,0,2,30,23.6,-18
James,32,1/6/2013,28-007,MIA,WAS,W (+28),35,9,17,0.529,2,3,0.667,4,4,1,1,1,2,7,0,1,1,24,21.3,26
James,33,1/8/2013,28-009,MIA,IND,L (-10),43,10,20,0.5,1,1,1,1,4,0.25,3,7,10,4,1,2,7,22,12.4,-5
James,34,1/10/2013,28-011,MIA,POR,L (-2),43,6,16,0.375,1,5,0.2,2,5,0.4,0,10,10,9,2,1,4,15,11.8,-9
James,35,1/12/2013,28-013,MIA,SAC,W (+29),29,7,10,0.7,0,1,0,6,7,0.857,1,4,5,7,5,2,1,20,27.6,28
James,36,1/14/2013,28-015,MIA,UTA,L (-7),44,13,19,0.684,2,4,0.5,4,4,1,1,3,4,6,3,2,3,32,29.1,1
James,37,1/16/2013,28-017,MIA,GSW,W (+17),31,11,20,0.55,1,5,0.2,2,3,0.667,1,6,7,10,1,0,1,25,23.7,33
James,38,1/17/2013,28-018,MIA,LAL,W (+9),42,17,25,0.68,1,2,0.5,4,4,1,0,7,7,8,3,1,2,39,36.9,13
James,39,1/23/2013,28-024,MIA,TOR,W (+7),45,12,23,0.522,1,5,0.2,6,7,0.857,1,9,10,11,0,0,3,31,27,9
James,40,1/25/2013,28-026,MIA,DET,W (+22),33,9,14,0.643,0,1,0,5,6,0.833,1,6,7,7,1,0,2,23,22.8,22
James,41,1/27/2013,28-028,MIA,BOS,L (-2),52,14,31,0.452,3,6,0.5,3,5,0.6,4,12,16,7,3,1,3,34,27.9,-2
James,42,1/30/2013,28-031,MIA,BRK,W (+20),34,10,18,0.556,3,4,0.75,1,4,0.25,2,7,9,7,2,0,4,24,19.8,22
James,43,2/1/2013,28-033,MIA,IND,L (-13),42,9,17,0.529,1,3,0.333,9,11,0.818,1,5,6,3,1,1,3,28,20.3,-9
James,44,2/3/2013,28-035,MIA,TOR,W (+15),40,10,16,0.625,1,2,0.5,9,11,0.818,0,8,8,7,2,0,3,30,27.9,29
James,45,2/4/2013,28-036,MIA,CHA,W (+5),38,13,14,0.929,0,0,,5,6,0.833,0,8,8,8,2,0,5,31,30.6,8
James,46,2/6/2013,28-038,MIA,HOU,W (+6),37,11,18,0.611,3,6,0.5,7,10,0.7,1,5,6,5,0,2,4,32,24.9,4
James,47,2/8/2013,28-040,MIA,LAC,W (+22),31,9,11,0.818,4,5,0.8,8,11,0.727,1,4,5,6,0,2,5,30,26,21
